"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Jan-30","0","0","0","1","3","6","17","39","97","211","306","0"
"Jan-31","0","0","1","0","2","6","18","31","102","198","289","0"
"Fev-01","0","0","0","0","3","10","19","35","85","172","297","1"
"Fev-02","1","0","1","0","0","5","17","44","77","194","263","0"
"Fev-03","1","0","0","0","4","7","17","34","90","169","283","0"
"Fev-04","1","0","1","0","3","6","10","34","89","167","271","0"
"Fev-05","3","0","0","0","3","6","15","46","86","161","235","0"
"Fev-06","0","0","0","1","1","3","10","29","72","163","227","0"
"Fev-07","0","0","0","0","0","5","17","37","80","150","229","0"
"Fev-08","0","0","0","2","2","6","20","34","64","164","231","0"
"Fev-09","1","0","0","0","2","2","15","23","85","145","243","1"
"Fev-10","0","0","1","0","1","5","12","38","77","155","217","0"
"Fev-11","1","0","0","1","0","6","11","40","65","138","239","0"
"Fev-12","1","0","0","0","2","4","13","39","65","150","218","0"
"Fev-13","1","0","0","1","2","0","10","29","80","157","176","0"
"Fev-14","0","1","0","2","2","4","10","24","56","115","188","1"
"Fev-15","0","0","0","0","3","0","19","34","65","124","182","0"
"Fev-16","1","0","1","1","0","2","15","44","71","120","216","0"
"Fev-17","0","0","0","1","0","2","16","32","67","138","188","1"
"Fev-18","2","0","0","0","2","6","12","31","45","123","156","0"
"Fev-19","0","0","1","1","1","5","10","23","59","91","174","0"
"Fev-20","0","0","0","0","0","4","11","32","45","129","169","0"
"Fev-21","0","0","0","0","3","3","17","31","48","101","185","0"
"Fev-22","1","0","0","2","1","3","14","25","53","100","158","0"
"Fev-23","0","0","0","1","1","1","11","31","59","119","154","0"
"Fev-24","1","0","0","1","1","3","6","20","57","113","153","0"
"Fev-25","0","0","0","1","1","4","16","26","61","102","174","0"
"Fev-26","0","0","0","0","2","5","9","24","54","131","150","0"
"Fev-27","0","0","0","0","1","1","10","47","47","81","150","0"
"Fev-28","0","0","0","1","3","4","10","29","60","89","149","0"
"Mar-01","0","0","0","3","0","3","9","23","56","96","149","0"
"Mar-02","0","0","0","1","1","8","18","29","54","102","124","0"
"Mar-03","1","0","0","1","2","4","11","30","55","96","143","0"
"Mar-04","2","0","1","0","2","5","8","27","53","118","138","0"
"Mar-05","3","0","0","0","2","4","19","22","52","95","152","0"
"Mar-06","1","0","0","1","2","5","15","29","54","101","126","0"
"Mar-07","0","0","0","1","3","3","9","26","55","87","126","0"
"Mar-08","0","0","0","0","4","4","11","27","57","85","140","0"
"Mar-09","0","0","0","1","1","1","7","29","50","93","136","0"
"Mar-10","0","1","1","0","0","4","4","31","60","73","139","0"
"Mar-11","0","0","1","1","1","4","7","26","44","88","93","0"
"Mar-12","0","0","0","0","2","4","12","19","47","103","131","0"
"Mar-13","0","0","1","0","1","4","13","21","49","92","128","0"
"Mar-14","1","0","2","0","0","4","9","16","50","84","120","0"
"Mar-15","0","0","0","0","1","4","19","23","49","73","120","0"
"Mar-16","1","0","0","2","2","1","12","45","47","89","129","0"
"Mar-17","0","0","0","0","2","1","10","28","53","98","131","0"
"Mar-18","0","0","0","3","1","6","13","28","40","100","128","0"
"Mar-19","0","0","1","1","0","2","12","30","49","78","134","0"
"Mar-20","1","0","0","0","1","2","6","16","41","77","135","1"
"Mar-21","0","0","0","1","0","3","12","21","46","79","117","0"
"Mar-22","2","0","1","1","1","3","15","23","37","90","129","0"
"Mar-23","0","0","0","2","0","5","15","18","46","84","129","0"
"Mar-24","1","0","1","0","2","2","13","19","52","90","123","0"
"Mar-25","0","0","0","1","1","3","12","23","30","72","117","0"
"Mar-26","0","0","0","1","1","4","16","26","59","86","133","0"
"Mar-27","0","0","0","1","2","3","10","26","32","84","115","0"
"Mar-28","2","0","0","0","0","3","14","23","33","96","123","0"
"Mar-29","1","0","0","1","1","4","9","30","48","100","120","0"
"Mar-30","0","0","0","1","3","2","13","23","50","85","133","0"
"Mar-31","1","0","0","0","0","2","9","27","56","104","120","1"
"Abr-01","1","0","0","1","1","4","2","27","34","115","133","1"
"Abr-02","0","0","0","0","1","7","12","22","35","84","138","0"
"Abr-03","0","2","1","0","0","5","18","24","33","89","121","1"
"Abr-04","0","0","0","0","2","3","8","26","44","77","117","0"
"Abr-05","1","0","0","0","4","4","9","31","50","77","109","0"
"Abr-06","0","0","0","0","1","5","11","33","57","88","109","0"
"Abr-07","1","0","0","0","0","5","9","24","45","80","110","0"
"Abr-08","2","0","0","0","2","1","12","30","44","83","124","0"
"Abr-09","0","0","0","0","0","5","10","23","49","86","116","0"
"Abr-10","0","0","1","1","1","3","13","28","43","77","105","0"
"Abr-11","1","0","0","0","0","10","10","23","44","79","111","0"
"Abr-12","0","0","0","0","2","3","12","17","55","82","107","0"
"Abr-13","0","0","0","0","3","7","7","28","38","96","101","0"
"Abr-14","0","0","0","0","1","2","14","27","50","75","101","0"
"Abr-15","0","0","0","1","1","2","9","24","49","75","126","0"
"Abr-16","0","0","2","2","1","4","14","18","53","102","119","0"
"Abr-17","0","0","0","0","2","3","16","19","38","68","115","0"
"Abr-18","0","0","1","1","0","3","10","20","35","81","123","0"
"Abr-19","1","0","0","1","1","2","9","28","37","68","124","0"
"Abr-20","1","1","1","1","1","5","10","23","47","72","107","0"
"Abr-21","1","1","0","2","2","2","11","26","35","81","112","0"
"Abr-22","1","0","0","1","0","0","14","24","43","70","124","0"
"Abr-23","1","0","2","0","1","4","14","17","54","74","127","0"
"Abr-24","0","0","0","0","1","2","11","25","42","80","101","0"
"Abr-25","1","0","0","0","1","2","10","21","41","67","125","0"
"Abr-26","0","0","0","0","0","1","10","21","51","81","126","0"
"Abr-27","0","0","0","1","0","1","6","28","49","81","128","0"
"Abr-28","0","0","0","0","1","2","12","27","46","57","99","0"
"Abr-29","0","0","0","0","0","3","11","20","56","76","93","0"
"Abr-30","1","0","0","0","0","2","15","27","39","83","101","0"
"Mai-01","0","0","0","0","2","1","10","18","36","95","112","0"
"Mai-02","1","0","0","0","2","3","12","29","42","70","96","0"
"Mai-03","0","0","1","3","2","2","11","18","38","83","132","1"
"Mai-04","0","0","0","1","2","6","9","24","48","85","116","0"
"Mai-05","1","0","0","0","3","5","15","26","55","80","128","0"
"Mai-06","1","1","0","0","0","3","11","20","40","81","103","0"
"Mai-07","0","0","0","0","0","5","8","25","42","81","126","0"
"Mai-08","0","0","0","2","1","6","14","28","47","77","137","0"
"Mai-09","0","0","2","2","1","3","13","28","43","90","113","0"
"Mai-10","1","0","0","1","3","2","7","25","36","65","109","0"
"Mai-11","2","0","0","0","1","3","11","19","40","66","96","0"
"Mai-12","0","0","0","0","0","11","11","25","39","76","98","0"
"Mai-13","0","0","0","0","1","2","13","26","57","62","124","0"
"Mai-14","2","1","0","1","2","5","14","22","47","89","106","0"
"Mai-15","0","0","0","0","2","3","9","24","52","66","130","0"
"Mai-16","2","0","0","0","1","7","18","30","34","96","117","0"
"Mai-17","0","0","1","1","2","4","10","18","35","77","118","0"
"Mai-18","0","1","0","0","2","2","10","25","37","69","94","0"
"Mai-19","0","1","0","0","1","7","9","16","41","73","129","0"
"Mai-20","1","2","0","1","0","4","16","27","48","89","110","0"
"Mai-21","0","0","2","1","1","2","10","18","39","85","116","0"
"Mai-22","0","0","0","2","4","2","8","14","37","62","106","0"
"Mai-23","0","0","0","1","1","3","15","20","39","74","91","0"
"Mai-24","0","0","0","2","0","5","8","29","43","83","98","0"
"Mai-25","0","0","0","2","1","3","11","33","50","76","114","0"
"Mai-26","0","0","0","0","0","6","6","30","39","73","114","0"
"Mai-27","0","0","0","0","1","2","8","17","42","75","112","0"
"Mai-28","0","0","0","0","0","2","2","9","13","14","20","0"
